cod_distrito,distrito,cod_barrio,barrio,año,unidad_indicador,indicador_completo,valor_indicador
4.0,Salamanca,46.0,Castellana,2023,Número,Número de locales dados de alta en uso como vivienda,4
4.0,Salamanca,46.0,Castellana,2023,Entidades,Asociaciones (Sección 1ª),15
4.0,Salamanca,46.0,Castellana,2023,Entidades,Asociaciones culturales y casas regionales,1
4.0,Salamanca,46.0,Castellana,2023,Entidades,Fundaciones (Sección 2ª),1
5.0,Chamartín,51.0,El Viso,2023,Ha,Superficie (Ha.),"170,92"
5.0,Chamartín,51.0,El Viso,2023,Habitantes/Ha.,Población densidad (hab./Ha.),"102,6503627"
5.0,Chamartín,51.0,El Viso,2023,Habitantes,Número Habitantes,17545
5.0,Chamartín,51.0,El Viso,2023,Habitantes,Población Hombres,7917
5.0,Chamartín,51.0,El Viso,2023,Habitantes,Población Mujeres,9628
5.0,Chamartín,51.0,El Viso,2023,Edad,Edad media de la población,"44,83"
5.0,Chamartín,51.0,El Viso,2023,Personas,Población de 0 a 14 años,2268
5.0,Chamartín,51.0,El Viso,2023,Personas,Población de 15 a 29 años,3123
5.0,Chamartín,51.0,El Viso,2023,Personas,Población de 30 a 44  años,3456
5.0,Chamartín,51.0,El Viso,2023,Personas,Población de 45 a 64 años,4803
5.0,Chamartín,51.0,El Viso,2023,Personas,Población de 65 a 79 años,2506
5.0,Chamartín,51.0,El Viso,2023,Personas,Población de 80 años y más,1389
5.0,Chamartín,51.0,El Viso,2023,Personas,Población de 65 años y más,3895
5.0,Chamartín,51.0,El Viso,2023,Personas,Población en etapa educativa (Población de 0 a 16 años -16 no incluidos),2408
5.0,Chamartín,51.0,El Viso,2023,Proporción,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),"22,26"
5.0,Chamartín,51.0,El Viso,2023,Proporción,Porcentaje de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años),"35,57"
5.0,Chamartín,51.0,El Viso,2023,Índice,Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64),"0,5612"
5.0,Chamartín,51.0,El Viso,2023,Personas,Personas con nacionalidad española,15273
5.0,Chamartín,51.0,El Viso,2023,Personas,Personas con nacionalidad española Hombres,7057
5.0,Chamartín,51.0,El Viso,2023,Personas,Personas con nacionalidad española Mujeres,8216
5.0,Chamartín,51.0,El Viso,2023,Personas,Personas con nacionalidad extranjera,2001
5.0,Chamartín,51.0,El Viso,2023,Personas,Personas con nacionalidad extranjera Hombres,753
5.0,Chamartín,51.0,El Viso,2023,Personas,Personas con nacionalidad extranjera Mujeres,1248
5.0,Chamartín,51.0,El Viso,2023,Proporción,Proporción de personas migrantes  (Personas extranjeras menos UE y resto países de OCDE / Población total),"0,0623"
5.0,Chamartín,51.0,El Viso,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: ITALIA,161
5.0,Chamartín,51.0,El Viso,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA,92
5.0,Chamartín,51.0,El Viso,2023,Hogares,Total hogares,6195
5.0,Chamartín,51.0,El Viso,2023,Media   ,Tamaño medio del hogar,"2,79"
5.0,Chamartín,51.0,El Viso,2023,Hogares,Hogares con una mujer sola mayor de 65 años,554
5.0,Chamartín,51.0,El Viso,2023,Hogares,Hogares con un hombre solo mayor de 65 años,198
5.0,Chamartín,51.0,El Viso,2023,Hogares,Hogares monoparentales: una mujer adulta con uno o más menores,72
5.0,Chamartín,51.0,El Viso,2023,Hogares,Hogares monoparentales: un hombre adulto con uno o más menores,35
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa bruta de natalidad (‰),"9,69"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa de crecimiento demográfico (porcentaje),"-0,54"
5.0,Chamartín,51.0,El Viso,2023,Euros,Pensión media mensual Hombres,1989
5.0,Chamartín,51.0,El Viso,2023,Euros,Pensión media mensual  Mujeres,1389
5.0,Chamartín,51.0,El Viso,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero),295
5.0,Chamartín,51.0,El Viso,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) hombres,130
5.0,Chamartín,51.0,El Viso,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,165
5.0,Chamartín,51.0,El Viso,2024,Tasa,Tasa absoluta de paro registrado (febrero),"2,61"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa absoluta de paro registrado hombres,"2,49"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa de desempleo en hombres de 16 a 24 años,"1,03"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa de desempleo en hombres de 25 a 44 años,"2,19"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa de desempleo en hombres de 45 a 64 años,"3,37"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa absoluta de paro registrado mujeres,"2,71"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa de desempleo en mujeres de 16 a 24 años,0
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa de desempleo en mujeres de 25 a 44 años,"2,75"
5.0,Chamartín,51.0,El Viso,2023,Tasa,Tasa de desempleo en mujeres de 45 a 64 años,"3,55"
5.0,Chamartín,51.0,El Viso,2023,Personas,Población en etapas educativas,2408
5.0,Chamartín,51.0,El Viso,2023,Personas,Población en etapa educativa de 0 a 2 años,478
5.0,Chamartín,51.0,El Viso,2023,Personas,Población en etapa educativa de 3 a 5 años,422
5.0,Chamartín,51.0,El Viso,2023,Personas,Población en etapa educativa de 6 a 11 años,899
5.0,Chamartín,51.0,El Viso,2023,Personas,Población en etapa educativa de 12 a 15 años,609
5.0,Chamartín,51.0,El Viso,2023,Personas,Etapas educativas. Total niños,1201
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil masculina en etapa educativa de 0 a 2 años,234
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil masculina en etapa educativa de 3 a 5 años,220
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil masculina en etapa educativa de 6 a 11 años,443
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil masculina en etapa educativa de 12 a 15 años,304
5.0,Chamartín,51.0,El Viso,2023,Personas,Etapas educativas. Total niñas,1207
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil femenina en etapa educativa de 0 a 2 años,244
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil femenina en etapa educativa de 3 a 5 años,202
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil femenina en etapa educativa de 6 a 11 años,456
5.0,Chamartín,51.0,El Viso,2023,Personas,Población infantil femenina en etapa educativa de 12 a 15 años,305
5.0,Chamartín,51.0,El Viso,2023,Personas,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,138
5.0,Chamartín,51.0,El Viso,2023,Personas,Población mayor/igual  de 25 años con enseñanza primaria incompleta,404
5.0,Chamartín,51.0,El Viso,2023,Personas,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado",1446
5.0,Chamartín,51.0,El Viso,2023,Personas,"Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP",2103
5.0,Chamartín,51.0,El Viso,2023,Personas,"Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica",1115
5.0,Chamartín,51.0,El Viso,2023,Personas,"Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",8028
5.0,Chamartín,51.0,El Viso,2023,Personas,Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,0
5.0,Chamartín,51.0,El Viso,2023,Número,Número de inmuebles de uso residencial,7308
5.0,Chamartín,51.0,El Viso,2023,m2,Superficie media construida (m2) inmuebles de uso residencial,205
5.0,Chamartín,51.0,El Viso,2023,Año,Año medio de contrucción de inmuebles de uso residencial,1967
5.0,Chamartín,51.0,El Viso,2023,Valor,Valor catastral medio por inmueble de uso residencial,418947
5.0,Chamartín,51.0,El Viso,2023,m2,Superficie media de la vivienda (m2) en transacción,"151,07"
5.0,Chamartín,51.0,El Viso,2023,Tiempo (meses),Duración media del crédito (meses) en transacción de vivienda,248
5.0,Chamartín,51.0,El Viso,2024,Equipamientos,Colegios Públicos Infantil y Primaria,3
5.0,Chamartín,51.0,El Viso,2023,Número,Número de locales dados de alta totales,928
5.0,Chamartín,51.0,El Viso,2023,Número,Número de locales dados de alta abiertos,807
5.0,Chamartín,51.0,El Viso,2023,Número,Número de locales dados de alta cerrados,101
5.0,Chamartín,51.0,El Viso,2023,Número,Número de locales dados de alta en obra,1
5.0,Chamartín,51.0,El Viso,2023,Número,Número de locales dados de alta en uso como vivienda,19
5.0,Chamartín,51.0,El Viso,2023,Entidades,Asociaciones (Sección 1ª),17
5.0,Chamartín,51.0,El Viso,2023,Entidades,Asociaciones culturales y casas regionales,4
5.0,Chamartín,51.0,El Viso,2023,Entidades,Asociaciones de mujeres,1
5.0,Chamartín,51.0,El Viso,2023,Entidades,Asociaciones vecinales,2
5.0,Chamartín,51.0,El Viso,2023,Entidades,Fundaciones (Sección 2ª),2
5.0,Chamartín,52.0,Prosperidad,2023,Ha,Superficie (Ha.),"104,01"
5.0,Chamartín,52.0,Prosperidad,2023,Habitantes/Ha.,Población densidad (hab./Ha.),"355,3600615"
5.0,Chamartín,52.0,Prosperidad,2023,Habitantes,Número Habitantes,36961
5.0,Chamartín,52.0,Prosperidad,2023,Habitantes,Población Hombres,16530
5.0,Chamartín,52.0,Prosperidad,2023,Habitantes,Población Mujeres,20431
5.0,Chamartín,52.0,Prosperidad,2023,Edad,Edad media de la población,"47,32"
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población de 0 a 14 años,3673
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población de 15 a 29 años,5475
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población de 30 a 44  años,8571
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población de 45 a 64 años,9639
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población de 65 a 79 años,6464
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población de 80 años y más,3139
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población de 65 años y más,9603
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población en etapa educativa (Población de 0 a 16 años -16 no incluidos),3863
5.0,Chamartín,52.0,Prosperidad,2023,Proporción,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),"26,13"
5.0,Chamartín,52.0,Prosperidad,2023,Proporción,Porcentaje de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años),"32,76"
5.0,Chamartín,52.0,Prosperidad,2023,Índice,Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64),"0,5772"
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Personas con nacionalidad española,31810
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Personas con nacionalidad española Hombres,14234
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Personas con nacionalidad española Mujeres,17576
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Personas con nacionalidad extranjera,4217
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Personas con nacionalidad extranjera Hombres,1838
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Personas con nacionalidad extranjera Mujeres,2379
5.0,Chamartín,52.0,Prosperidad,2023,Proporción,Proporción de personas migrantes  (Personas extranjeras menos UE y resto países de OCDE / Población total),"0,0711"
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: ITALIA,461
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA,434
5.0,Chamartín,52.0,Prosperidad,2023,Hogares,Total hogares,16211
5.0,Chamartín,52.0,Prosperidad,2023,Media   ,Tamaño medio del hogar,"2,22"
5.0,Chamartín,52.0,Prosperidad,2023,Hogares,Hogares con una mujer sola mayor de 65 años,2135
5.0,Chamartín,52.0,Prosperidad,2023,Hogares,Hogares con un hombre solo mayor de 65 años,544
5.0,Chamartín,52.0,Prosperidad,2023,Hogares,Hogares monoparentales: una mujer adulta con uno o más menores,235
5.0,Chamartín,52.0,Prosperidad,2023,Hogares,Hogares monoparentales: un hombre adulto con uno o más menores,62
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa bruta de natalidad (‰),"6,95"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa de crecimiento demográfico (porcentaje),"-0,18"
5.0,Chamartín,52.0,Prosperidad,2023,Euros,Pensión media mensual Hombres,2009
5.0,Chamartín,52.0,Prosperidad,2023,Euros,Pensión media mensual  Mujeres,1469
5.0,Chamartín,52.0,Prosperidad,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero),1086
5.0,Chamartín,52.0,Prosperidad,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) hombres,445
5.0,Chamartín,52.0,Prosperidad,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,641
5.0,Chamartín,52.0,Prosperidad,2024,Tasa,Tasa absoluta de paro registrado (febrero),"4,6"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa absoluta de paro registrado hombres,"4,03"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa de desempleo en hombres de 16 a 24 años,"1,85"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa de desempleo en hombres de 25 a 44 años,"3,08"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa de desempleo en hombres de 45 a 64 años,"5,8"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa absoluta de paro registrado mujeres,"5,11"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa de desempleo en mujeres de 16 a 24 años,"1,51"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa de desempleo en mujeres de 25 a 44 años,"3,42"
5.0,Chamartín,52.0,Prosperidad,2023,Tasa,Tasa de desempleo en mujeres de 45 a 64 años,"7,91"
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población en etapas educativas,3863
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población en etapa educativa de 0 a 2 años,725
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población en etapa educativa de 3 a 5 años,746
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población en etapa educativa de 6 a 11 años,1448
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población en etapa educativa de 12 a 15 años,944
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Etapas educativas. Total niños,1937
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil masculina en etapa educativa de 0 a 2 años,350
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil masculina en etapa educativa de 3 a 5 años,380
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil masculina en etapa educativa de 6 a 11 años,745
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil masculina en etapa educativa de 12 a 15 años,462
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Etapas educativas. Total niñas,1926
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil femenina en etapa educativa de 0 a 2 años,375
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil femenina en etapa educativa de 3 a 5 años,366
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil femenina en etapa educativa de 6 a 11 años,703
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población infantil femenina en etapa educativa de 12 a 15 años,482
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,407
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población mayor/igual  de 25 años con enseñanza primaria incompleta,1452
5.0,Chamartín,52.0,Prosperidad,2023,Personas,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado",4455
5.0,Chamartín,52.0,Prosperidad,2023,Personas,"Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP",5809
5.0,Chamartín,52.0,Prosperidad,2023,Personas,"Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica",3383
5.0,Chamartín,52.0,Prosperidad,2023,Personas,"Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",14227
5.0,Chamartín,52.0,Prosperidad,2023,Personas,Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,0
5.0,Chamartín,52.0,Prosperidad,2023,Número,Número de inmuebles de uso residencial,18890
5.0,Chamartín,52.0,Prosperidad,2023,m2,Superficie media construida (m2) inmuebles de uso residencial,95
5.0,Chamartín,52.0,Prosperidad,2023,Año,Año medio de contrucción de inmuebles de uso residencial,1970
5.0,Chamartín,52.0,Prosperidad,2023,Valor,Valor catastral medio por inmueble de uso residencial,131708
5.0,Chamartín,52.0,Prosperidad,2023,m2,Superficie media de la vivienda (m2) en transacción,"77,57"
5.0,Chamartín,52.0,Prosperidad,2023,Tiempo (meses),Duración media del crédito (meses) en transacción de vivienda,302
5.0,Chamartín,52.0,Prosperidad,2024,Equipamientos,Centros de Servicios Sociales,1
5.0,Chamartín,52.0,Prosperidad,2024,Equipamientos,Centros Municipales de Mayores,1
5.0,Chamartín,52.0,Prosperidad,2024,Equipamientos,Centros de Día de Alzheimer y Físicos,1
5.0,Chamartín,52.0,Prosperidad,2024,Equipamientos,Centros de Atención a las Adicciones (CAD y CCAD),1
5.0,Chamartín,52.0,Prosperidad,2024,Equipamientos,Escuelas Infantiles Municipales,1
5.0,Chamartín,52.0,Prosperidad,2024,Equipamientos,Colegios Públicos Infantil y Primaria,1
5.0,Chamartín,52.0,Prosperidad,2023,Número,Número de locales dados de alta totales,1641
5.0,Chamartín,52.0,Prosperidad,2023,Número,Número de locales dados de alta abiertos,1289
5.0,Chamartín,52.0,Prosperidad,2023,Número,Número de locales dados de alta cerrados,281
5.0,Chamartín,52.0,Prosperidad,2023,Número,Número de locales dados de alta en obra,24
5.0,Chamartín,52.0,Prosperidad,2023,Número,Número de locales dados de alta en uso como vivienda,47
5.0,Chamartín,52.0,Prosperidad,2023,Entidades,Asociaciones (Sección 1ª),22
5.0,Chamartín,52.0,Prosperidad,2023,Entidades,Asociaciones culturales y casas regionales,4
5.0,Chamartín,52.0,Prosperidad,2023,Entidades,Asociaciones vecinales,1
5.0,Chamartín,52.0,Prosperidad,2023,Entidades,Fundaciones (Sección 2ª),1
5.0,Chamartín,53.0,Ciudad Jardín,2023,Ha,Superficie (Ha.),"76,23"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Habitantes/Ha.,Población densidad (hab./Ha.),"248,3011938"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Habitantes,Número Habitantes,18928
5.0,Chamartín,53.0,Ciudad Jardín,2023,Habitantes,Población Hombres,8402
5.0,Chamartín,53.0,Ciudad Jardín,2023,Habitantes,Población Mujeres,10526
5.0,Chamartín,53.0,Ciudad Jardín,2023,Edad,Edad media de la población,"46,08"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población de 0 a 14 años,2125
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población de 15 a 29 años,2908
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población de 30 a 44  años,4364
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población de 45 a 64 años,5033
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población de 65 a 79 años,2963
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población de 80 años y más,1534
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población de 65 años y más,4497
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población en etapa educativa (Población de 0 a 16 años -16 no incluidos),2241
5.0,Chamartín,53.0,Ciudad Jardín,2023,Proporción,Porcentaje de envejecimiento (Población mayor de 65 años/Población total),"23,82"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Proporción,Porcentaje de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años),"34,02"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Índice,Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64),"0,5565"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Personas con nacionalidad española,15981
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Personas con nacionalidad española Hombres,7131
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Personas con nacionalidad española Mujeres,8850
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Personas con nacionalidad extranjera,2532
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Personas con nacionalidad extranjera Hombres,1103
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Personas con nacionalidad extranjera Mujeres,1429
5.0,Chamartín,53.0,Ciudad Jardín,2023,Proporción,Proporción de personas migrantes  (Personas extranjeras menos UE y resto países de OCDE / Población total),"0,0813"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: ITALIA,247
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Primera y segunda nacionalidad extranjera en el Distrito: VENEZUELA,267
5.0,Chamartín,53.0,Ciudad Jardín,2023,Hogares,Total hogares,8148
5.0,Chamartín,53.0,Ciudad Jardín,2023,Media   ,Tamaño medio del hogar,"2,27"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Hogares,Hogares con una mujer sola mayor de 65 años,950
5.0,Chamartín,53.0,Ciudad Jardín,2023,Hogares,Hogares con un hombre solo mayor de 65 años,273
5.0,Chamartín,53.0,Ciudad Jardín,2023,Hogares,Hogares monoparentales: una mujer adulta con uno o más menores,133
5.0,Chamartín,53.0,Ciudad Jardín,2023,Hogares,Hogares monoparentales: un hombre adulto con uno o más menores,29
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa bruta de natalidad (‰),"8,02"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa de crecimiento demográfico (porcentaje),"-0,56"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Euros,Pensión media mensual Hombres,1952
5.0,Chamartín,53.0,Ciudad Jardín,2023,Euros,Pensión media mensual  Mujeres,1403
5.0,Chamartín,53.0,Ciudad Jardín,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero),595
5.0,Chamartín,53.0,Ciudad Jardín,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) hombres,257
5.0,Chamartín,53.0,Ciudad Jardín,2024,Personas,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,338
5.0,Chamartín,53.0,Ciudad Jardín,2024,Tasa,Tasa absoluta de paro registrado (febrero),"4,85"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa absoluta de paro registrado hombres,"4,52"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa de desempleo en hombres de 16 a 24 años,"1,66"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa de desempleo en hombres de 25 a 44 años,"2,92"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa de desempleo en hombres de 45 a 64 años,"7,18"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa absoluta de paro registrado mujeres,"5,15"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa de desempleo en mujeres de 16 a 24 años,1
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa de desempleo en mujeres de 25 a 44 años,"3,42"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tasa,Tasa de desempleo en mujeres de 45 a 64 años,"8,18"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población en etapas educativas,2241
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población en etapa educativa de 0 a 2 años,432
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población en etapa educativa de 3 a 5 años,432
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población en etapa educativa de 6 a 11 años,846
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población en etapa educativa de 12 a 15 años,531
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Etapas educativas. Total niños,1121
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil masculina en etapa educativa de 0 a 2 años,222
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil masculina en etapa educativa de 3 a 5 años,211
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil masculina en etapa educativa de 6 a 11 años,408
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil masculina en etapa educativa de 12 a 15 años,280
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Etapas educativas. Total niñas,1120
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil femenina en etapa educativa de 0 a 2 años,210
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil femenina en etapa educativa de 3 a 5 años,221
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil femenina en etapa educativa de 6 a 11 años,438
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población infantil femenina en etapa educativa de 12 a 15 años,251
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,209
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población mayor/igual  de 25 años con enseñanza primaria incompleta,725
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado",2310
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,"Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP",2797
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,"Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica",1576
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,"Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",7354
5.0,Chamartín,53.0,Ciudad Jardín,2023,Personas,Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,1
5.0,Chamartín,53.0,Ciudad Jardín,2023,Número,Número de inmuebles de uso residencial,9260
5.0,Chamartín,53.0,Ciudad Jardín,2023,m2,Superficie media construida (m2) inmuebles de uso residencial,100
5.0,Chamartín,53.0,Ciudad Jardín,2023,Año,Año medio de contrucción de inmuebles de uso residencial,1969
5.0,Chamartín,53.0,Ciudad Jardín,2023,Valor,Valor catastral medio por inmueble de uso residencial,142569
5.0,Chamartín,53.0,Ciudad Jardín,2023,m2,Superficie media de la vivienda (m2) en transacción,"87,12"
5.0,Chamartín,53.0,Ciudad Jardín,2023,Tiempo (meses),Duración media del crédito (meses) en transacción de vivienda,326
5.0,Chamartín,53.0,Ciudad Jardín,2024,Equipamientos,Centros Municipales de Mayores,1
5.0,Chamartín,53.0,Ciudad Jardín,2024,Equipamientos,Centro de Día de Atención a Niños y Niñas (de 3 a 12 años),1
5.0,Chamartín,53.0,Ciudad Jardín,2024,Equipamientos,Bibliotecas Municipales,1
5.0,Chamartín,53.0,Ciudad Jardín,2024,Equipamientos,Centros y Espacios Culturales,2
5.0,Chamartín,53.0,Ciudad Jardín,2024,Equipamientos,Colegios Públicos Infantil y Primaria,1
