nombre,postal,calle,numero,cocina,lat,lon,wheelchair
Hong Kong,,,,chinese,28.0622988,-16.7298797,
ILILI,,,,,28.0623141,-16.7299455,
Wok's Cooking,,,,chinese,28.0623485,-16.7300627,
La Boca,,,,steak_house,28.0623974,-16.7303177,
Romantico,,,,,28.0626212,-16.7306025,
Leonardo's,,,,,28.0634059,-16.7305253,
El Americano,,,,,28.0639035,-16.7307828,
La Karina,,,,,28.064091,-16.7307251,yes
The Wigan Arms,,,,,28.0658595,-16.730161,
Doña Juana,,,,,28.0659121,-16.7288154,
Brazen Head II,,,,,28.0657822,-16.7286174,
Golden Dragon,,,,chinese,28.0657697,-16.7282356,
Tex Mex Portalet,,,,mexican,42.798374,-0.415019,
Playa Chica,,Paseo Marcial García,32,,28.0442193,-16.5364926,no
Felix Mar,,,,,28.0305065,-16.5943587,
Magaly,,,,,40.4411054,-3.6564894,
Garibaldi,,,,,28.0575895,-16.7337017,limited
Tony Roma's,,,,barbecue,28.0574835,-16.7331105,
Scampi's,,,,,28.0535426,-16.7273629,
Rovers Return Inn,,,,,28.0533671,-16.7274213,
Surfers Bar Restaurant,,,,,28.0531249,-16.7274889,
Aberdeen Steak House,,,,steak,28.0524139,-16.7285234,
La MAR,38660,Calle Luis Díaz de Losada,"5, local 2B",canarian;spanish;russian,28.0523557,-16.7283574,yes
Raymond III,,,,,28.053656,-16.7258505,yes
Chouky's,,,,,28.0535673,-16.7255143,yes
Las Vistas,,,,,28.0517864,-16.7222101,
Slow Boat II,,,,chinese,28.051462,-16.7216195,yes
Chill Out,,,,,28.0506673,-16.7208753,yes
Rong Cheng,,,,chinese,28.0611154,-16.7334766,
Aberdeen Steak House,,,,steak,28.0612909,-16.7337197,
Star Of India,,,,indian,28.0608459,-16.7330553,
Limonella,,,,barbecue,28.0635265,-16.7322532,
Royal Garden,,,,,28.0653398,-16.7321057,
La Cascada,,,,,28.0729792,-16.7309095,
Bobby's III Indian Tandoori Restaurant,,,,,28.0732828,-16.732546,
The castle,,,,,28.0729321,-16.7324901,
El Pescador,,,,,28.0742005,-16.7334327,
Wolfi,,,,,28.0743767,-16.7336921,
Rossini's,,,,,28.0755015,-16.7314042,
Gran Paella Valenciana,,,,,28.076226,-16.7346872,
Mario's,,,,,28.0784913,-16.7322205,
Monaco,,,,,28.0801022,-16.7348923,
Royal Beach,,,,,28.0790072,-16.735045,
La Casa del Lago,,,,,28.0909886,-16.7422012,limited
Club 10/17,,,,,28.0932651,-16.7140545,
La Torre del Mirador,38660,,,,28.0920376,-16.7443603,
La Lupa,,,,,40.4415091,-3.663289,
Central Park,,,,,28.0710749,-16.730897,
Carlos,,,,,28.0728029,-16.7299216,
El Olivo,,,,,42.2455655,-1.7760115,
Los Cazadores,,,,,28.2276254,-16.7901285,
Delicias de Guia,,,,,28.2080991,-16.7776372,
Pancho,38683,Avenida Marítima Puerto de Santiago,26,,28.2305041,-16.8408368,limited
La Pérgola,,,,,28.2383666,-16.8450395,
König - Pilsener Treff am Hafen,,,,austrian,28.246396,-16.8422946,
Taberna Santa Maria,,,,,28.2465517,-16.8421164,
PejeVerde,38683,Calle Poblado Marinero,,fish,28.2466101,-16.8420213,
Harbour Lites Bistro,,,,,28.2473313,-16.8411972,
Marinero Jessi,,,,,28.247169,-16.8405317,
Aires del Sur,,,,,28.2626646,-16.8216652,
Tamay,,,,,28.2701737,-16.8180239,
Vista Guama,38684,Avenida Coronel Gorrín,80,,28.2737384,-16.8168827,
El Patio,,,,regional,28.292971,-16.8149539,
Santiago del Teide,,,,,28.2962117,-16.8153553,
Chez Arlette,,,,,28.3049985,-16.8403794,
Masca,,,,,28.3095721,-16.8427093,
Mesón del Norte,,Calle Masca,1,local,28.3264093,-16.8455291,
Casa Nicolas,,,,,28.3745577,-16.7946762,
Ribamar,,,,,28.3728086,-16.7822056,yes
Ardeola Arrocería,,Avenida Tomé Cano,4,rice,28.3743438,-16.7649819,
Aristides,,,,,28.3727737,-16.7645591,
El Caletón,,,,,28.3735439,-16.7658747,
Cervecería Al-Andalus,,,,,38.3925186,-0.5222702,
,,,,,38.3842809,-0.516341,yes
,,,,,38.3831102,-0.5133283,
,,,,,38.387147,-0.5114401,yes
Chino,,,,,38.3866689,-0.5094538,
La Concha,,,,italian,39.5320268,2.5696853,
Pizzería Stop,,,,pizza,42.1100008,-6.6335784,
Tuyo,,,,,28.0824641,-17.3337549,
El Coco Loco,,Calle La Palomera,,,28.0874227,-17.3346765,
El Molino,,,,,28.0884419,-17.3390086,
Los Camellos,,,,,28.3494831,-16.7886236,
Urtegi-alde,,,,,42.9531433,-2.650224,
Las Cuevas,,,,,39.4777599,-0.375785,
Bar Pekin,,,,,39.4775749,-0.3555903,
La Destil·leria,08680,Avinguda Catalunya,14,,42.0314152,1.8805437,
Cal Pajàres,,,,,42.0258558,1.8783443,
Agana,,,,fish;regional,28.1796019,-17.2659806,
Trigua,,,,,28.1781626,-17.2657006,
Bar Central,,,,,28.1794803,-17.2663905,
Roque Blanco,,,,,28.1711262,-17.2419906,
Los Laureles,,Plaza de la Constitución,8,pizza,28.0911238,-17.1097806,
Agando,,Plaza de la Constitución,2,italian_pizza,28.0908718,-17.1097307,
Silbados,,Plaza de las Américas,10,,28.0907836,-17.109724,
Colón,,,,,28.0913473,-17.1105315,
Bar Restaurante Breñusca,,,,,28.0913224,-17.1106938,
El Pejin,,,,,28.0915967,-17.1106671,
Chamachete,,,,,28.1599828,-16.7634154,
Ateneu de Sant Just Desvern,,,,,41.3816867,2.0766452,
Pou de la Neu,,,,regional,38.6095547,-0.4722362,
Trasmallo,,,,fish;steak_house;grill,28.0954491,-17.3421127,
La Islita Pizzeria,,Carretera Playa de Inglés,,pizza,28.0958441,-17.3433051,
Dolce Vita,,Avenida El Llano,31,spanish,28.0838232,-17.3349773,
La Cuevita,,,,,28.0274612,-17.1985552,
Playa,,,,regional,28.0282094,-17.1977905,
Avenida,,,,,28.0284762,-17.1973212,
Kuss,,,,regional,28.0279592,-17.1983877,
Bodegon del Mar,,,,,28.0285891,-17.197103,
Don Tomate,,,,italian;pizza,28.0280178,-17.1982875,
Bar Restaurant Casanova,,,,,28.0293067,-17.1954786,
Laguna Grande,,,,,28.1259734,-17.2579614,
Bar Restaurante Sebastian,,,,,28.0963336,-17.3341754,
Restaurante Dársena,,,,regional,38.338395,-0.4869017,yes
Las Chacaras,,Calle Lomo San Pedro,5,regional,28.1485469,-17.199383,yes
El Faro,,,,,28.177809,-17.1832808,
Bar Arroyo Hondo,,,,,36.4486058,-5.2586311,
Amaltea,,,,,41.3836428,2.1583028,
Los Mocanes,,,,,28.1835741,-17.237303,
Poc a Foc,,,,,41.4947587,2.3736618,
Restaurante Manchego,,,,,38.7987586,-1.7295323,
Pepes Beach,,,,,36.4590035,-5.0412494,
La Antigua,,,,,36.4590028,-5.0425814,
Restaurante Monte Alina,,,,,40.4218419,-3.8408774,yes
Bar Otelo,,,,,28.126089,-16.7237403,
La Lonja,,,,seafood,28.7417729,-13.8650218,
Jaume,,,,,39.7471309,2.648723,
,,,,,37.0604509,-4.0834881,
La  Restinga Beach,,,,,36.7426819,-3.9128579,yes
El Puente,,,,,36.748371,-3.8820203,
Moreno y Sol,,,,,36.7331742,-3.9798502,
Las Palmeras,,,,spanish,36.7324484,-3.9782426,
El Pino,,,,,36.7396018,-3.9499445,
Restaurante Port del Duc,,,,,38.996575,-0.1550677,
La Malinche,,Calle Santa Joaquina de Vedruna,,mexican,39.4702107,-6.3799563,
Miguelón,,,,peruvian,40.4366702,-3.6419218,
Los Parros,,,,,40.4366606,-3.6436812,
El Rincón de E&C,,,,,40.4377156,-3.6444047,
d'casa,,,,,40.4410967,-3.6440189,
Sake Dining Himawari,,,,japanese,40.4226068,-3.6932565,
Bar Restaurante Yamaguchi II,,,,,42.619767,-1.2005484,
Torres de San Juan,,,,,36.7657609,-3.8674045,
Vips Beatriz,,,,international,40.4304667,-3.6834992,
Barbacoa Koreana,,,,korean,40.4300331,-3.8101422,
Carbón,,Calle de Juan Bravo,37,spanish,40.4327522,-3.6781495,
El Gato,,,,,40.438892,-3.6632499,
Alameda,,,,regional,28.1872532,-17.1954843,
Restaurante Cofete Pepe El Faro,,,,,28.1025305,-14.3891771,
El olvido,,,,,40.4605477,-3.6868119,
Restaurante Casa Jaimico,22640,Calle Espadilla,22,regional,42.7723653,-0.3347732,
El Mirador,35580,Calle El Berrugo,2,regional;mediterranean;spanish,28.859428,-13.8164389,
Merendero La Playa,,,,,40.3704696,-4.3209305,
Kiosco Río Mar,,,,,40.3716989,-4.3214111,
Vicente,,,,,40.3723119,-4.3215345,
El Serengueti,,,,,40.3734479,-4.3239883,
Beach Bar Waikiki,,,,,28.7347671,-13.8672074,
Restaurante Taguluche,,,,,28.1382697,-17.3350405,
Abisinia,,Calle Cuesta de Abisinia,7,regional,28.0829878,-17.3345126,
La Garbanza,,,,arab,28.0883761,-17.3390455,
Chiringuito Victoria,,,,,36.7410978,-4.0896542,
Chiringuito Varela,,,,,36.7425758,-4.0879546,
Zaldiak,,,,,43.0340124,-2.2176076,
Las Tapas de la Abuela,,,,,28.170571,-14.2212922,
Hawaii,,,,pizza,28.1611622,-14.2309497,
Mawey,28010,Calle de Olid,6,mexican,40.4317789,-3.702372,
La Ponderosa,,,,,38.6987383,-0.3903979,
Erazo,,,,,40.4952889,-3.8776121,
Casa Patas,28012,Calle de los Cañizares,10,spanish,40.4127198,-3.7017271,
Restaurante Córdoba,,,,,40.4184768,-3.8308025,
Casa de Córdoba,,,,regional,40.4551315,-3.6705485,
Masa Naomi,28020,Calle de Ávila,14,japanese,40.4526218,-3.7006244,
Caserola,,,,,40.492169,-3.8779408,
El Colorao,,,,regional,40.9198388,-3.8447889,
Casa Berna,,,,,40.9179975,-3.8434189,
El Mirador de La Alameda,,,,,40.9199537,-3.8435604,
Taberna del Alamillo,,,,,40.9182857,-3.8422795,
La Caseta,,,,,28.5679637,-16.3323094,limited
Casa Lourdes,,,,,28.5541182,-16.3455371,
Lizarrán,10005,Calle Londres,,spanish,39.4679574,-6.3888299,
Bar Teleclub,,,,,40.326519,-0.0810796,
El 3 de Oro,,,,,37.385935,-5.9869065,
Restaurante Santa Cruz,,,,,37.3849733,-5.989891,
MariCarmen,,,,,41.8408742,-2.0431842,
el Carpi,,,,regional,41.5763074,1.6610365,
,,,,chinese,35.8897639,-5.3128157,
Sa Bresca,,,,,38.9918788,1.2908132,
El Fogon,,Carretera de Loeches,44,,40.4521239,-3.4723221,
Camí Sucrer,,,,regional,39.2359278,-0.261517,
Nará,,,,,40.4564845,-3.4749795,
La NiÑata cervecería,28049,Calle del Monasterio de Sobrado,5,,40.5091941,-3.6927889,
El Peregrino,,Avenida del Monasterio de El Escorial,24,galician,40.5043246,-3.7069933,
Mesón Cantalobos,,,,,36.8189583,-3.771243,
Bodegas Madrid,,,,,35.2952743,-2.9414735,
Di Marco,,,,italian,41.7644764,-2.4672578,
,,,,,41.7833845,-2.4824612,
Bar Sevilla,,,,,35.2931815,-2.9358205,
El Pilar,,,,,40.5261547,-3.655565,
El Guerrero,,,,,40.5262446,-3.6554468,
El Aprendiz de S.,,,,,40.5265044,-3.6551179,
Canaletes,,,,regional,41.587118,1.6210373,
Ca la Gracieta,,,,regional,42.2176642,2.4422361,
Bar-Restaurant Jordi,,Avinguda de Manresa,,regional,41.6065598,1.6445688,
Samuntà,,,,regional,41.6176756,1.6505232,
,,,,,41.8464583,-2.4078992,
La Espinica,,,,,41.4904503,2.1416965,yes
El Viejo Roble,,,,regional,41.4902204,2.1406477,yes
Restaurante Bohemia,,,,regional,27.7264196,-17.9521902,
,,,,,27.7598843,-15.6010675,
Nueva China,,,,chinese,41.4902107,2.1411346,no
Asador Lekeitio,,,,regional,40.4548553,-3.67212,limited
Mayte Commodore,,,,,40.4457819,-3.6855307,
Hosteria el Temple,,,,regional,42.8189735,-1.6425443,
Torre de Rejas,,,,regional,38.3790808,-0.4392971,
Restaurante La Cabaña,,,,regional,39.3873682,-6.4359415,
La Figal de Pablo,28702,Avenida de Tenerife,19,,40.5614296,-3.6199174,
Royal Thai,28050,Calle de Frómista,16,thai,40.5113157,-3.6711103,
,,,,greek,41.5759574,1.6287464,
Venta El Caldero,10680,Autovía A-66,km 494,regional,39.8830548,-6.2759689,
Ninja Ramen,28004,Calle de Barceló,1,japanese,40.4264788,-3.70103,
Bell-lloch,,,,,41.8236712,2.977002,
Abades La Roda,41590,,,regional,37.197144,-4.7971092,
Bosc Tancat,08290,Carrer Riu Sec,,,41.5018499,2.1310831,
Gazpacho II,,,,,36.9974241,-4.6041699,
El Conejo,,,,,36.9999809,-4.5543109,
Hanibishi,,,,japanese,41.3895184,2.1621769,
Moncho's House,,,,regional,41.3899967,2.1318367,
Taller de Tapas,08003,Carrer de l'Argenteria,51,spanish,41.3836716,2.1806392,
,,,,regional,41.5958167,1.6895645,
Can Mach,,,,regional,42.3800266,2.7011886,
El Jardí de l'Abadessa,,,,,41.3942273,2.109899,
Vips,,,,international,40.4548737,-3.8743421,yes
Ginos,,,,italian,40.4549153,-3.8741978,yes
Restaurante Malinche,22640,Plaza del Valle de Tena,2,regional,42.7721646,-0.3312642,
Pegaso,,,,,39.470194,-0.3837139,
Gemsbock,,,,regional,42.7642495,-0.3945934,
Meson Tendido Cero,,,,,36.8810875,-5.405221,
El Fuelle,,Calle Mayor,59,,41.6526014,-0.8743648,
100 Montaditos,,,,sandwich,37.3913797,-6.0021745,
Pizztaglio,,,,pizza,37.3927949,-5.9973396,
Mesón Serranito,,,,regional,37.392772,-5.9970991,
Taberna La Encarnación,,,,coffee_shop;sandwich;seafood;spanish,37.392526,-5.9913642,
Mamá Carmen,,,,regional,37.3924124,-5.9905128,
La Pozá Saborido,,,,regional,36.8798652,-5.4088533,
,,,,,39.1724844,-5.8969266,
Puerto Blanco,,,,,37.6356725,-6.1476908,
El Cortijo,,,,regional;spanish;breakfast,36.87696,-5.4253623,
Taberna El Papelón,,,,,37.3843339,-5.9939526,
Taberna del Alabardero,,,,regional,37.3885745,-5.9981207,
Casa Aníbal,,,,,37.3876976,-6.001594,
Sa Plaça,,,,italian;pizza,39.6932076,3.3498751,
Venta El Arenal,,,,regional,36.8748879,-5.4203301,
Can Pep,,,,regional,41.776442,1.4389808,
Carnivor,08810,"Carretera de Vilafranca, Km 4,6",,regional,41.2767847,1.7613323,
Restaurante Sierrilla,10005,Carretera N-630,,regional,39.4887121,-6.4130287,
Venta Jarandilla,,,,mediterranean,36.3109018,-5.4494732,
El Maño,,Carretera Pamplona - Tudela,,regional,42.5630657,-1.6428445,
Hotel Carvajal,10694,Paseo Pizarro,54,regional,39.7680571,-6.0109806,
Casa de la Playa,,,,,29.1281906,-13.4648151,
Restaurante Casa Domingo Etxea Jatetxea,31380,,,regional,42.3462615,-1.6537063,
Restaurante Zanito,31390,Rúa Mayor,,regional,42.4807484,-1.6503188,
Restaurante Jiménez,,,,regional,42.6887185,-1.6517137,
,,,,,41.9846677,2.9090813,
El mirador del Dulce,,,,regional,41.0145607,-2.6368451,
Casa Conchita,,,,regional,28.1355326,-17.3180232,
Pescador,,,,regional,28.0830548,-17.3344951,
Prats Jardí,,,,regional,41.7074304,1.5352002,
El Escorial,,,,,38.4003778,-0.5321733,
El Mercado,,,,,42.8128503,-1.6363839,
La Ereta,,,,international,38.348479,-0.4816896,
Aldebarán,03003,paseo almirante Guillén Tato,,breakfast;fish;grill;local;regional;seafood;spanish,38.3390484,-0.487114,
Restaurante El Molinet,,,,regional,39.554682,-0.5532221,
Miramar,,,,,37.1913842,-1.9800947,
El Molino,,,,,37.2157219,-2.0661771,
Racó del Plá,,,,regional,38.3568583,-0.4777002,
El rincón de la amistad,,,,,38.3602449,-0.4761015,
Pastafiore,10005,Calle Dionisio Acedo,8,italian,39.4671495,-6.3857099,
Bar Las Piscinas,,,,regional,41.6380872,-2.6154223,
Casa Barrunta,,,,,42.3646468,-4.9505202,
La Vieja Pandorga,,,,,27.6407194,-17.981896,
Palacio del Negralejo,,,,,40.4052724,-3.5179956,
Maialde landa etxea,20690,San Roke kalea,26,,43.137695,-2.4867417,
Talaia,,Santiago auzoa,4,,43.2954373,-2.2505372,yes
Lola,20690,San Roke kalea,2,regional,43.136649,-2.4872174,
Asador 7 de Julio,,,,,38.3443393,-0.525562,
Bar Europa,,,,,38.3448778,-0.5271327,
La Viña,,,,regional,39.5557264,-0.5144218,
,,,,,37.6197042,-0.8648062,
El Quinto Pino,38749,Pared Nueva,3,pizza,28.5001025,-17.8577976,
,,,,,39.5336608,-1.5020654,
Casa Paqui,,,,regional,39.8472582,-6.0296732,
Restaurante Puerta de Monfragüe,10591,Ctra. La Bazagona-Saltos de Torrejón,km 9,regional,39.8603232,-5.9399443,
Restaurante Mayerling,,,,,37.0839731,-3.6497709,
Restaurante Boabdil,,,,,37.0858706,-3.6489122,
,,,,regional,41.5529522,1.6756091,
El Bernegal,,Calle Díaz y Suárez,5,,28.8275811,-17.9481627,yes
el Castell del Brull,,,,regional,41.817083,2.3031447,
La Cava,39720,Avenida de Alisas,33,asian;spanish,43.3521272,-3.7047232,
La Bimba,,,,regional,41.6416105,2.2320773,
Juventud,,Rúa Linares Rivas,32,pizza;sandwich;salad;spanish,43.4903401,-8.2015525,no
Ábaco,15402,Rúa Magdalena,81,,43.483816,-8.2323132,
O Pincho,,,,spanish,43.4843677,-8.2341172,
La Boga d'Or,,,,regional,41.1450586,1.4143805,
La Taberna de Pernales,,,,,40.2906041,-3.7585762,
Il Principale,50001,Calle Verónica,1,italian,41.652238,-0.8788064,yes
Bodeguilla de Paco,,plaça Glea,2,,38.1467511,-0.6447249,
El Racó de Valentina,,Carrer Ruperto Chapí,20,,38.2663072,-0.7031354,
scaranos,,carrer Pablo Picasso,95AC,burger,38.2535533,-0.7040499,
Caffe Gourmet,,plaça del Salvador,5,italian,38.264186,-0.6974368,yes
,,plaça de la Constitució,15,,38.2657133,-0.6955509,
Bar Hermanos Zapata,03202,carrer Bisbe Winibal,35AC,regional,38.2721963,-0.6843888,
Vittoria Colonna,47800,Calle San Juan,2B,,41.883492,-5.0454173,
La Ventilla del Camionero,10380,Autovía A-5,km 219,regional,39.6882864,-5.720678,
Restaurante Portugal,10350,Autovía A-5,km 200,regional,39.7914741,-5.6965067,
,,,,,39.6943719,3.3520247,
Calasanz,,,,,41.4091724,2.0202272,
Nuevo Siglo,,,,chinese,39.5387867,2.4512105,
Nuevo Mundo,,,,chinese,39.538469,2.4525383,
Sotavento,,,,,39.5329997,2.4592978,yes
Restaurante Casino Club de Campo de Guadalajara,,,,,40.6135604,-3.1441097,
Del Carmen,,carrer Mare de Déu del Carme,5,regional,38.264719,-0.6989365,yes
Casa Santos,,,,regional,41.7231191,0.147707,
Los Ibores,,,,,39.7843342,-5.4779754,
La Artesana,,,,pizza,29.1314139,-13.4621087,
La Mama,08187,Carretera de Bigues a Lliçà d'Amunt,,,41.6601069,2.2290388,
Ría del Sella,,,,,40.4791886,-3.5813703,
Restaurante Don Camilo,,,,,38.4321321,-0.6533,
Bar Tomás,,,,,41.3975532,2.1230797,no
Cervecería El Morito,,Calle Diego Porcelos,1,spanish,42.3406847,-3.7030071,limited
Las Lagunetas,,,,regional,28.4150252,-16.4069401,
Hostería El Refugio,24722,Calle Real,74-76,,42.4824414,-6.2849783,yes
La Posada de Gaspar,24722,Calle Real,27,,42.4823781,-6.2856304,yes
Templo del Vino,,,,german;spanish,28.4172365,-16.5521283,
Globo,,Avenida de la Hispanidad,,regional,39.4624969,-6.3677019,
El Mascaron,,,,regional,41.2341,1.8047644,
La Nina,,,,regional,41.2342908,1.8053026,
La Santa Maria,,,,regional,41.2346069,1.8061586,
Yamuna,08870,Passeig de la Ribera,38,,41.2348598,1.8075545,
Eguzki Lizarran,08870,Carrer de Sant Pau,3,regional,41.2363165,1.8090734,
Pizza Marzano,,,,italian,41.2339151,1.8040053,
Los Vikingos,08870,Carrer del Marquès de Mont-Roig,7,international,41.2358556,1.8066991,yes
Casa Juan,38379,Calle Acentejo,77,,28.4510532,-16.4637904,
Kansas,,,,,41.2330176,1.8023751,yes
Venta del Alón,,,,,42.1012262,-5.0290819,
Bar Blanky - Casa Fidel,,,,regional,28.3037714,-16.8406945,
La Cueva,,,,regional,28.5621504,-16.2907734,
Las Portillonas,,,,regional,43.4211913,-3.8578961,
Taberna El Poema,14008,Calle Alonso de Burgos,2,spanish,37.8859614,-4.7838093,
Tiroler Alm,38400,Carretera Del Botanico ( Canary Center ),,,28.4130263,-16.5378586,limited
Goldene Gans,,,,,28.4177078,-16.5438729,
El Cruce,,,,regional,36.8073174,-4.1252095,
La Raqueta,,,,,36.7584793,-3.8693374,
Alegre,,,,,36.7546488,-3.8737182,
La Puntilla,,,,regional,36.7500007,-3.8746883,
Lute y Jesus,,,,regional,36.7332787,-3.6936367,
"Chiringuito Alonso ""El Pionero""",,,,spanish;seafood;international,36.7289824,-3.9633043,
Mirador de Güilche,,,,,36.7426897,-3.9090396,yes
Chiringuito Laguna,,,,,36.7310265,-3.9735619,
Taberna El Tapeito,29793,Paseo Maritimo,,spanish;tapas,36.7290561,-3.9631414,
La Gritta,07160,Carrer de l'Espiga,9,regional,39.5357062,2.4461378,no
La Gran Tortuga,,,,regional,39.5350931,2.4459682,no
Museo Zoolitos,,,,,40.1347523,-2.0000892,
Chiringuito Torrecilla 3,,,,regional,36.7421792,-3.8819167,
Vitaliano,,,,italian,36.7423184,-3.8804047,limited
Da Vinci,,,,italian,36.7424618,-3.8803715,
Tai,29780,Avenida Castilla Pérez,19,,36.7432935,-3.8803255,
conect@.t,,,,italian,36.7453913,-3.8813136,
Cobos,,,,,36.7419691,-3.883525,
Restaurante La Padilla,,,,,37.2621277,-3.5743066,
,,,,,36.3699014,-5.2237706,
Prius Vitis,,,,regional,41.6334845,2.7213094,
Ca'n Barraixet,,,,regional,39.8531072,3.1217908,
Las Delicias,,,,regional,39.8150687,3.1145758,yes
5 illes,07638,Platja dels Estanys,,mediterranean,39.3258594,2.9902582,
Es Trenc,,,,,39.3406541,2.9892302,
El Faisan de Oro,,,,,28.1441297,-15.4309787,
La Otra Punta,,,,,28.1303515,-15.449715,
El Paseo,,,,,28.1302374,-15.4467431,
Vital,,,,,28.1302509,-15.4465517,
Los Muellitos,,,,,28.1303976,-15.4456278,
Quebeque,,,,,28.1300912,-15.4453242,
Ca'Ñoño,,,,,28.1308355,-15.445476,
Bar Vigo,35010,Calle Olof Palme,1,regional,28.1365981,-15.437681,
La Barca de San Andrés,,,,,28.1363548,-15.4386023,
Casa Agraine,,,,,28.1366232,-15.4379896,
La Casa de la Playa,,,,,28.1364642,-15.4383375,
Monte Libano,,,,lebanese,28.1364189,-15.43844,yes
Maravillas (Casa Isaías),,,,,28.1369573,-15.4369727,
Hito Restaurante Japonés,,,,sushi,28.1370569,-15.4372635,
Fratelli d'Italia,,,,pizza,28.1373794,-15.4372452,
Steak House Las Canteras,,,,german,28.1375595,-15.4371017,
Taj Mahal,,,,indian,28.1376218,-15.4364507,
Los Cedros,,Calle de Los Martínez de Escobar,68,lebanese,28.1386603,-15.4366181,no
Mesón Sabor Andaluz,35006,Calle Luis Antúnez,25,,28.1304424,-15.4306388,
Bar Sam,,,,,28.1323968,-15.4302739,
I. Parioli Pizzeria,,,,italian,28.1339748,-15.4308815,
Monte Carlo,,,,,28.134378,-15.4311006,
Gran Terraza Lolita Pluma,,,,italian,28.1406817,-15.4312602,
Gran Dragón,,,,asian,28.1426244,-15.4313956,
El Arrosar,,,,,28.1440637,-15.4308631,
Casa de Galicia,,,,,28.1440281,-15.4307089,
Mediterraneo,,,,,28.1439037,-15.4315257,
Tapas Bar Paradis,,,,,28.1231891,-15.4250219,
Porto Italia,,,,italian,28.1233475,-15.425108,
L'horta d'en Puig,17441,Carretera d'anglès,km 5,,41.9023726,2.6593094,yes
Salmon Sushi Bar,,,,,28.1372332,-15.4353949,
Fat Frank/Light Frank,,,,,28.1371509,-15.4353173,
Sidrería Asturias,,,,,28.1391544,-15.4339047,
Asturias III,,,,,40.4452944,-3.4839478,
Restaurante La Barraquilla,04130,Avda de la Playa,,,36.841929,-2.3544207,
Sa Brasa,17480,"Ctra, de Roses a Palau, km. 2",,regional;steak_house,42.2888038,3.1535615,yes
Glamour,,,,,28.1439812,-15.4317616,
Restaurante Típico Español,,,,spanish,28.1429523,-15.4329401,
Madre del Amor Hermoso,,,,spanish,28.1417685,-15.4343173,
Buffet Casa Chen,,,,chinese,28.1416969,-15.4344575,
The Fussion,,,,chinese,28.141114,-15.4346235,
Samurai II,,,,japanese,28.1408732,-15.4346668,
Casa Roja,,,,italian,28.141349,-15.4349083,
El Cerdo Que Ríe,,,,,28.1409789,-15.4352749,no
La Jamboteca,,,,,28.1408241,-15.4354517,no
El Gallo Feliz,,,,,28.1407388,-15.4355838,no
El Danubio Azul,,,,,28.1404631,-15.4353082,
Costa Canaria,,,,,28.1401681,-15.4356682,yes
Sakura IV,,,,japanese,28.1080244,-15.4154534,
Malvasia,,,,,28.0728313,-15.4479014,
La Ruta,,,,,28.1417387,-15.4301718,no
Lanzarote,,,,,28.1415533,-15.4301766,
La Allendeta Plaza,35008,Muelle Santa Catalina,,burger;mexican;international,28.1416151,-15.4266113,yes
Origen Steak House,,Calle Lanzarote,7,steak_house,28.1454264,-15.4305624,
Altanoó,,,,,28.1447429,-15.430744,
Bambina,,,,pizza,28.1486232,-15.4310661,
Buenos Aires,,,,argentinian,28.1478356,-15.4303464,
Puerta de Oro,,,,chinese,28.1478153,-15.4302537,
Bamby's,,,,,28.1479381,-15.430108,
Gran Muralla,,,,regional,28.1474187,-15.4300077,
El Malinet,,,,italian,28.1445979,-15.4311285,
Buffet Chino Hong Kong,,,,chinese,28.1445054,-15.4312178,
Amigo Camilo,,,,fish,28.1496149,-15.4324125,
La Mar Sala,,,,rice,28.1492205,-15.4321807,
La tapita pa todos,,Calle Prudencio Morales,11,,28.148687,-15.4318565,
O Sole Mío,,,,pizza,28.1487327,-15.4317197,
La Oliva,,,,,28.1487774,-15.4316225,
Acuario,,,,fish,28.1488201,-15.4314932,
El Cairo,,,,,28.1487481,-15.4312235,
Casa Caramelo,,,,regional;steak_house,28.148656,-15.4311487,
